ID,Nama Produk,Jenis Sambal,Harga,Stok,Tanggal Produksi,Tanggal Expired,Rating,Penjual,Lokasi
589,Sambel Sambal Roa 340ml,Sambal Teri,67773,23,7/15/2025,11/2/2025,5,PT Pratama Hardiansyah,Batam
590,Sambel Sambal Bawang 460ml,Sambal Tomat,64714,379,7/15/2025,2/24/2026,3.9,PD Uyainah Tbk,Surakarta
591,Sambal Sambal Roa 434ml,Sambal Roa,33940,300,7/15/2025,11/21/2025,3.8,CV Zulkarnain,Tomohon
592,Sambel Sambal Matah 364ml,Sambal Roa,33127,418,7/15/2025,4/7/2026,3.7,PD Kusmawati Suryono,Bekasi
593,Sambel Sambal Terasi 356ml,Sambal Ijo,38829,84,7/15/2025,2/7/2026,2.7,CV Laksmiwati Irawan,Bima
594,Sambel Sambal Matah 176ml,Sambal Ijo,20312,185,7/15/2025,12/12/2025,4.2,PD Uyainah,Bau-Bau
595,Sambel Sambal Cumi 468ml,Sambal Bawang,41556,345,7/15/2025,6/15/2026,3.7,PT Zulaika Anggraini,Cirebon
596,Sambal Sambal Roa 111ml,Sambal Matah,12827,65,7/15/2025,1/3/2026,2.8,UD Damanik,Sawahlunto
597,Sambal Sambal Ijo 128ml,Sambal Ijo,26925,472,7/15/2025,1/13/2026,3.8,Perum Usada Nainggolan,Bengkulu
598,Sambel Sambal Terasi 468ml,Sambal Tomat,72079,43,7/15/2025,1/31/2026,3.6,Perum Samosir,Sungai Penuh
599,Sambel Sambal Teri 187ml,Sambal Matah,64418,210,7/15/2025,12/25/2025,4.5,CV Sitompul Tbk,Sibolga
600,Sambal Sambal Tomat 185ml,Sambal Cumi,70447,232,7/15/2025,11/17/2025,3.1,CV Prasetya (Persero) Tbk,Samarinda
601,Sambel Sambal Ijo 155ml,Sambal Terasi,23261,267,7/15/2025,6/28/2026,4.2,UD Zulkarnain Tbk,Kota Administrasi Jakarta Pusat
602,Sambal Sambal Bawang 190ml,Sambal Teri,69087,314,7/15/2025,11/1/2025,4.7,UD Tampubolon Hartati,Makassar
603,Sambal Sambal Bawang 346ml,Sambal Ijo,69112,308,7/15/2025,10/13/2025,4.7,PT Latupono Gunawan (Persero) Tbk,Lhokseumawe
604,Sambel Sambal Roa 289ml,Sambal Terasi,55720,271,7/15/2025,5/20/2026,3.1,PT Putra Lazuardi,Sawahlunto
605,Sambel Sambal Roa 279ml,Sambal Bawang,37884,68,7/15/2025,2/20/2026,3.7,PD Lazuardi Mayasari,Makassar
606,Sambal Sambal Bawang 245ml,Sambal Roa,26895,96,7/15/2025,10/15/2025,4.3,PD Nasyidah Mandasari Tbk,Ambon
607,Sambal Sambal Bawang 366ml,Sambal Terasi,34577,335,7/15/2025,1/26/2026,4.2,CV Prakasa (Persero) Tbk,Cilegon
608,Sambel Sambal Roa 285ml,Sambal Bawang,20143,218,7/15/2025,2/19/2026,3.2,CV Halim Maryati,Kediri
609,Sambel Sambal Cumi 413ml,Sambal Tomat,74998,348,7/15/2025,5/4/2026,4.4,PT Habibi Rajasa,Manado
610,Sambel Sambal Teri 191ml,Sambal Cumi,46640,284,7/15/2025,6/17/2026,3.1,CV Andriani (Persero) Tbk,Semarang
611,Sambel Sambal Cumi 496ml,Sambal Roa,58220,70,7/15/2025,12/12/2025,4.4,PT Melani,Bau-Bau
612,Sambel Sambal Ijo 151ml,Sambal Matah,43314,205,7/15/2025,4/4/2026,4.5,CV Mayasari Purnawati,Blitar
613,Sambal Sambal Ijo 299ml,Sambal Terasi,62715,46,7/15/2025,12/26/2025,3.7,CV Mardhiyah Wahyudin (Persero) Tbk,Dumai
614,Sambel Sambal Bawang 132ml,Sambal Tomat,24533,189,7/15/2025,11/22/2025,4,PT Puspasari Lazuardi,Batu
615,Sambel Sambal Roa 414ml,Sambal Tomat,56635,493,7/15/2025,11/11/2025,4.9,PD Saragih (Persero) Tbk,Bukittinggi
616,Sambal Sambal Teri 324ml,Sambal Terasi,23219,435,7/15/2025,7/5/2026,3.2,Perum Hastuti Tbk,Jambi
617,Sambal Sambal Matah 414ml,Sambal Ijo,54172,18,7/15/2025,4/15/2026,3.1,Perum Padmasari Tbk,Prabumulih
618,Sambal Sambal Ijo 144ml,Sambal Tomat,61096,204,7/15/2025,4/11/2026,4.2,CV Manullang Marbun Tbk,Sibolga
619,Sambel Sambal Matah 365ml,Sambal Terasi,58295,360,7/15/2025,11/17/2025,4.8,CV Situmorang Tbk,Metro
620,Sambel Sambal Cumi 277ml,Sambal Tomat,24830,310,7/15/2025,1/20/2026,3.6,Perum Andriani Sihombing (Persero) Tbk,Cilegon
621,Sambel Sambal Terasi 233ml,Sambal Ijo,36681,259,7/15/2025,12/6/2025,3.9,CV Iswahyudi Suryono,Tangerang Selatan
622,Sambel Sambal Cumi 159ml,Sambal Tomat,67416,275,7/15/2025,2/18/2026,4.2,CV Palastri Tbk,Pariaman
623,Sambel Sambal Teri 494ml,Sambal Matah,59641,173,7/15/2025,6/4/2026,4.2,PD Hastuti Winarno (Persero) Tbk,Pagaralam
624,Sambal Sambal Teri 159ml,Sambal Tomat,14427,195,7/15/2025,2/2/2026,4.2,CV Yuliarti Nainggolan Tbk,Binjai
625,Sambal Sambal Cumi 311ml,Sambal Cumi,43849,274,7/15/2025,10/17/2025,4.3,UD Maryadi Kusumo Tbk,Bukittinggi
626,Sambel Sambal Matah 247ml,Sambal Bawang,36144,344,7/15/2025,4/6/2026,2.7,CV Suryono Wulandari,Tidore Kepulauan
627,Sambal Sambal Teri 260ml,Sambal Cumi,24323,457,7/15/2025,2/27/2026,3,Perum Thamrin,Tasikmalaya
628,Sambal Sambal Teri 477ml,Sambal Matah,25391,376,7/15/2025,2/13/2026,4.7,Perum Saefullah Novitasari,Ambon
629,Sambal Sambal Matah 203ml,Sambal Matah,64810,316,7/15/2025,4/13/2026,2.9,UD Situmorang,Denpasar
630,Sambal Sambal Bawang 140ml,Sambal Teri,50227,3,7/15/2025,11/3/2025,4.6,PT Mulyani Yuliarti (Persero) Tbk,Meulaboh
631,Sambel Sambal Cumi 352ml,Sambal Tomat,42165,93,7/15/2025,7/1/2026,3.2,PD Putra Wibowo (Persero) Tbk,Batu
632,Sambal Sambal Ijo 127ml,Sambal Roa,41347,481,7/15/2025,10/29/2025,3.8,CV Mansur Uwais Tbk,Medan
633,Sambel Sambal Ijo 334ml,Sambal Bawang,55760,265,7/15/2025,6/5/2026,3.3,PT Rahmawati Astuti,Tual
634,Sambal Sambal Terasi 445ml,Sambal Matah,34866,297,7/15/2025,12/3/2025,3.3,Perum Utami Wasita,Cirebon
635,Sambel Sambal Ijo 380ml,Sambal Tomat,25541,137,7/15/2025,6/11/2026,4.9,PD Ardianto Mansur,Tebingtinggi
636,Sambel Sambal Cumi 194ml,Sambal Teri,37783,107,7/15/2025,5/15/2026,4.3,Perum Purnawati Permadi,Bitung
637,Sambel Sambal Cumi 305ml,Sambal Tomat,39538,92,7/15/2025,12/19/2025,4.9,PD Sinaga Pranowo Tbk,Kediri
638,Sambal Sambal Bawang 469ml,Sambal Tomat,62696,120,7/15/2025,5/22/2026,4.6,PT Pratama Hariyah (Persero) Tbk,Palangkaraya
639,Sambal Sambal Ijo 478ml,Sambal Ijo,40997,412,7/15/2025,10/17/2025,2.9,UD Anggraini,Batam
640,Sambel Sambal Ijo 422ml,Sambal Cumi,61467,249,7/15/2025,3/15/2026,3.1,PD Riyanti Tbk,Manado
641,Sambal Sambal Roa 150ml,Sambal Ijo,13934,110,7/15/2025,2/20/2026,3.7,CV Nugroho Prastuti Tbk,Pekanbaru
642,Sambal Sambal Teri 481ml,Sambal Cumi,27024,184,7/15/2025,4/15/2026,3.9,CV Situmorang Tbk,Manado
643,Sambel Sambal Cumi 110ml,Sambal Roa,17945,179,7/15/2025,1/22/2026,3.9,CV Rahayu,Kota Administrasi Jakarta Barat
644,Sambal Sambal Tomat 281ml,Sambal Cumi,54118,261,7/15/2025,6/19/2026,4.4,Perum Hassanah Pradipta,Prabumulih
645,Sambel Sambal Bawang 295ml,Sambal Tomat,40392,323,7/15/2025,12/26/2025,4.7,CV Saefullah Samosir,Bontang
646,Sambel Sambal Roa 423ml,Sambal Roa,65633,464,7/15/2025,11/18/2025,2.7,PD Lestari Wulandari Tbk,Solok
647,Sambel Sambal Matah 260ml,Sambal Cumi,52795,149,7/15/2025,2/26/2026,4,CV Simanjuntak Nashiruddin,Subulussalam
648,Sambel Sambal Tomat 327ml,Sambal Cumi,59014,300,7/15/2025,7/6/2026,4.9,PD Wahyuni Tbk,Payakumbuh
649,Sambel Sambal Ijo 194ml,Sambal Terasi,18194,372,7/15/2025,2/10/2026,4.2,Perum Marbun (Persero) Tbk,Pagaralam
650,Sambal Sambal Matah 185ml,Sambal Roa,16750,48,7/15/2025,11/14/2025,4.8,PT Safitri Wastuti Tbk,Sawahlunto
651,Sambel Sambal Terasi 113ml,Sambal Roa,44339,391,7/15/2025,11/24/2025,2.8,Perum Hardiansyah Mayasari Tbk,Kediri
652,Sambal Sambal Bawang 435ml,Sambal Roa,30274,117,7/15/2025,2/16/2026,4.3,PD Anggraini Waskita,Tanjungpinang
653,Sambel Sambal Ijo 167ml,Sambal Ijo,11872,17,7/15/2025,4/13/2026,4.7,PT Tarihoran Setiawan,Tangerang
654,Sambel Sambal Teri 339ml,Sambal Tomat,45949,227,7/15/2025,12/21/2025,4.9,UD Aryani,Pekanbaru
655,Sambal Sambal Teri 423ml,Sambal Roa,44305,327,7/15/2025,7/13/2026,3.3,Perum Wahyuni Oktaviani,Banjarmasin
656,Sambel Sambal Teri 376ml,Sambal Matah,62737,45,7/15/2025,5/27/2026,3.3,Perum Namaga Tbk,Malang
657,Sambel Sambal Tomat 179ml,Sambal Tomat,10691,0,7/15/2025,7/7/2026,4.5,PT Wijaya,Jambi
658,Sambal Sambal Cumi 246ml,Sambal Teri,45068,4,7/15/2025,6/21/2026,4.9,PD Waluyo,Bengkulu
659,Sambel Sambal Tomat 104ml,Sambal Roa,62295,149,7/15/2025,2/8/2026,4.5,CV Utama Prasasta (Persero) Tbk,Tanjungpinang
660,Sambel Sambal Matah 310ml,Sambal Roa,35870,127,7/15/2025,1/4/2026,4.3,Perum Utami Lazuardi (Persero) Tbk,Pasuruan
661,Sambel Sambal Roa 212ml,Sambal Tomat,15191,216,7/15/2025,2/12/2026,3.8,PD Dabukke Tbk,Kupang
662,Sambel Sambal Tomat 432ml,Sambal Tomat,37060,96,7/15/2025,11/17/2025,3,Perum Prakasa (Persero) Tbk,Bontang
663,Sambel Sambal Bawang 426ml,Sambal Teri,50483,231,7/15/2025,3/1/2026,4.3,CV Waskita Firmansyah Tbk,Pematangsiantar
664,Sambel Sambal Matah 264ml,Sambal Terasi,19971,25,7/15/2025,7/13/2026,2.6,UD Kusmawati Nuraini,Ambon
665,Sambal Sambal Tomat 237ml,Sambal Ijo,56871,224,7/15/2025,10/17/2025,3.1,UD Salahudin Tarihoran,Bontang
666,Sambal Sambal Terasi 352ml,Sambal Matah,32407,215,7/15/2025,3/21/2026,4.5,Perum Kurniawan Gunawan Tbk,Surabaya
667,Sambel Sambal Cumi 337ml,Sambal Terasi,31643,41,7/15/2025,12/26/2025,2.6,CV Hidayat Purwanti,Sukabumi
668,Sambel Sambal Bawang 378ml,Sambal Teri,21901,98,7/15/2025,2/18/2026,4.5,PD Mulyani (Persero) Tbk,Mataram
669,Sambal Sambal Bawang 493ml,Sambal Matah,35218,394,7/15/2025,5/27/2026,3.1,CV Sihombing,Denpasar
670,Sambal Sambal Matah 335ml,Sambal Bawang,44153,340,7/15/2025,1/27/2026,3.7,PD Rahimah Nuraini Tbk,Kupang
671,Sambel Sambal Cumi 181ml,Sambal Terasi,58806,479,7/15/2025,7/6/2026,2.8,Perum Nababan (Persero) Tbk,Bengkulu
672,Sambel Sambal Tomat 201ml,Sambal Cumi,68164,26,7/15/2025,2/1/2026,4.9,PD Mangunsong Tbk,Medan
673,Sambal Sambal Roa 266ml,Sambal Terasi,20968,406,7/15/2025,3/3/2026,4,PT Fujiati Saefullah,Mataram
674,Sambel Sambal Matah 104ml,Sambal Terasi,48081,401,7/15/2025,6/13/2026,4.2,Perum Damanik Nainggolan,Tasikmalaya
675,Sambal Sambal Cumi 494ml,Sambal Bawang,26300,80,7/15/2025,6/25/2026,2.7,CV Prastuti Simbolon,Pagaralam
676,Sambel Sambal Terasi 130ml,Sambal Cumi,52242,78,7/15/2025,7/14/2026,4.5,PT Winarno,Kota Administrasi Jakarta Barat
677,Sambal Sambal Teri 219ml,Sambal Cumi,74335,285,7/15/2025,4/8/2026,4.5,PD Adriansyah Tbk,Pariaman
678,Sambel Sambal Matah 110ml,Sambal Roa,33472,370,7/15/2025,12/20/2025,3.1,Perum Aryani,Tasikmalaya
679,Sambal Sambal Teri 461ml,Sambal Teri,46636,150,7/15/2025,6/20/2026,3,Perum Ramadan Maheswara (Persero) Tbk,Dumai
680,Sambal Sambal Cumi 265ml,Sambal Teri,28043,444,7/15/2025,1/3/2026,2.7,PT Puspasari,Kota Administrasi Jakarta Pusat
681,Sambal Sambal Teri 251ml,Sambal Tomat,45494,187,7/15/2025,6/2/2026,2.5,Perum Hutagalung,Balikpapan
682,Sambel Sambal Ijo 109ml,Sambal Cumi,60857,317,7/15/2025,2/12/2026,3.3,PD Rajata Nainggolan (Persero) Tbk,Singkawang
683,Sambal Sambal Roa 197ml,Sambal Teri,60183,282,7/15/2025,12/30/2025,4,PD Hariyah,Kupang
684,Sambel Sambal Roa 428ml,Sambal Cumi,17239,49,7/15/2025,7/7/2026,4.1,Perum Laksmiwati (Persero) Tbk,Manado
685,Sambal Sambal Ijo 191ml,Sambal Terasi,23243,54,7/15/2025,6/18/2026,3,Perum Oktaviani Tbk,Kediri
686,Sambal Sambal Roa 436ml,Sambal Teri,44460,319,7/15/2025,2/21/2026,2.6,PT Sihombing,Purwokerto
687,Sambal Sambal Bawang 106ml,Sambal Matah,52975,251,7/15/2025,11/22/2025,3.7,CV Megantara Maryadi,Cilegon
688,Sambal Sambal Cumi 385ml,Sambal Roa,63872,188,7/15/2025,11/11/2025,4.6,PD Saptono,Tegal
689,Sambel Sambal Terasi 475ml,Sambal Bawang,64686,155,7/15/2025,11/21/2025,4.9,PT Palastri,Pekanbaru
690,Sambal Sambal Bawang 471ml,Sambal Matah,44842,197,7/15/2025,1/18/2026,3,CV Siregar Kusumo,Samarinda
691,Sambal Sambal Ijo 385ml,Sambal Roa,58896,54,7/15/2025,4/14/2026,4.2,UD Oktaviani,Pangkalpinang
692,Sambel Sambal Bawang 185ml,Sambal Ijo,46042,205,7/15/2025,6/28/2026,3.3,Perum Santoso Pertiwi,Depok
693,Sambal Sambal Teri 280ml,Sambal Cumi,46050,166,7/15/2025,4/21/2026,3.5,Perum Wahyudin,Pekalongan
694,Sambel Sambal Cumi 411ml,Sambal Matah,46906,279,7/15/2025,1/30/2026,3.4,PT Yuliarti Budiman,Kota Administrasi Jakarta Utara
695,Sambel Sambal Cumi 331ml,Sambal Teri,72903,203,7/15/2025,10/13/2025,4.3,PT Mangunsong (Persero) Tbk,Bandar Lampung
696,Sambel Sambal Terasi 365ml,Sambal Ijo,68348,154,7/15/2025,10/16/2025,3.3,CV Haryanto Saefullah,Malang
697,Sambal Sambal Matah 261ml,Sambal Terasi,60562,420,7/15/2025,3/3/2026,4.8,PD Riyanti (Persero) Tbk,Sabang
698,Sambal Sambal Bawang 119ml,Sambal Teri,33308,79,7/15/2025,12/22/2025,3.2,PT Purnawati Wibisono (Persero) Tbk,Bogor
699,Sambal Sambal Matah 231ml,Sambal Tomat,16023,292,7/15/2025,5/5/2026,3.9,UD Maryadi Firmansyah (Persero) Tbk,Sorong
700,Sambal Sambal Bawang 470ml,Sambal Cumi,61963,247,7/15/2025,1/9/2026,3.7,UD Latupono (Persero) Tbk,Tebingtinggi
701,Sambal Sambal Tomat 119ml,Sambal Roa,15143,399,7/15/2025,11/10/2025,4.8,PD Rajata Tbk,Pekanbaru
702,Sambel Sambal Cumi 322ml,Sambal Roa,70964,444,7/15/2025,12/13/2025,4.7,PD Hariyah Nuraini (Persero) Tbk,Sabang
703,Sambal Sambal Terasi 424ml,Sambal Roa,13547,156,7/15/2025,7/8/2026,2.6,CV Saragih Haryanto Tbk,Kupang
704,Sambal Sambal Cumi 357ml,Sambal Matah,20039,25,7/15/2025,5/2/2026,4.9,PT Maheswara Suartini,Tangerang
705,Sambal Sambal Matah 321ml,Sambal Tomat,61535,201,7/15/2025,12/27/2025,2.8,PD Hidayat Tbk,Ambon
706,Sambal Sambal Teri 392ml,Sambal Terasi,45923,204,7/15/2025,2/24/2026,2.7,PT Santoso Wijayanti,Lhokseumawe
707,Sambel Sambal Ijo 490ml,Sambal Ijo,41517,286,7/15/2025,1/22/2026,3.7,PT Winarsih (Persero) Tbk,Prabumulih
708,Sambal Sambal Matah 224ml,Sambal Bawang,27449,397,7/15/2025,5/21/2026,3.3,Perum Hidayanto Habibi,Pontianak
709,Sambal Sambal Bawang 443ml,Sambal Roa,37757,187,7/15/2025,4/9/2026,3,Perum Mustofa Jailani,Pematangsiantar
710,Sambel Sambal Terasi 494ml,Sambal Tomat,21092,179,7/15/2025,5/27/2026,4.1,UD Rahayu Melani (Persero) Tbk,Sabang
711,Sambel Sambal Terasi 219ml,Sambal Matah,54915,191,7/15/2025,12/31/2025,4.4,Perum Sitorus (Persero) Tbk,Bogor
712,Sambal Sambal Bawang 478ml,Sambal Terasi,25928,485,7/15/2025,12/27/2025,4.7,CV Yolanda Novitasari (Persero) Tbk,Balikpapan
713,Sambel Sambal Terasi 275ml,Sambal Bawang,29996,230,7/15/2025,6/11/2026,2.6,PT Maulana,Singkawang
714,Sambal Sambal Matah 204ml,Sambal Tomat,45966,247,7/15/2025,12/24/2025,4.2,PT Nasyiah Simanjuntak,Sawahlunto
715,Sambal Sambal Roa 398ml,Sambal Terasi,26741,87,7/15/2025,11/12/2025,3.2,PD Halim (Persero) Tbk,Jayapura
716,Sambel Sambal Terasi 338ml,Sambal Terasi,14364,198,7/15/2025,2/28/2026,4.2,PT Puspita Wijayanti (Persero) Tbk,Sukabumi
717,Sambel Sambal Bawang 109ml,Sambal Tomat,66846,452,7/15/2025,4/28/2026,3.1,CV Namaga (Persero) Tbk,Tegal
718,Sambel Sambal Bawang 261ml,Sambal Teri,66804,305,7/15/2025,7/12/2026,2.7,CV Hariyah Maulana Tbk,Sukabumi
719,Sambal Sambal Teri 387ml,Sambal Terasi,12605,126,7/15/2025,7/11/2026,3.3,PT Wasita Mangunsong Tbk,Mataram
720,Sambel Sambal Roa 481ml,Sambal Ijo,11204,177,7/15/2025,4/11/2026,3.4,CV Utami Najmudin Tbk,Purwokerto
721,Sambel Sambal Matah 356ml,Sambal Tomat,63208,31,7/15/2025,2/21/2026,4.7,Perum Hidayat Samosir (Persero) Tbk,Salatiga
722,Sambal Sambal Tomat 215ml,Sambal Ijo,32399,459,7/15/2025,5/2/2026,4.1,PT Latupono Pertiwi,Pariaman
723,Sambal Sambal Roa 366ml,Sambal Matah,37350,123,7/15/2025,12/30/2025,3.6,PD Prayoga,Surakarta
724,Sambel Sambal Cumi 329ml,Sambal Ijo,23550,334,7/15/2025,12/22/2025,4,PT Sinaga Wasita Tbk,Lhokseumawe
725,Sambal Sambal Ijo 258ml,Sambal Ijo,38184,465,7/15/2025,12/26/2025,4.1,UD Utama Handayani (Persero) Tbk,Metro
726,Sambal Sambal Cumi 134ml,Sambal Bawang,22067,162,7/15/2025,12/26/2025,4.3,Perum Irawan Utami Tbk,Surabaya
727,Sambel Sambal Roa 310ml,Sambal Tomat,39032,381,7/15/2025,3/2/2026,2.9,Perum Wastuti Prabowo Tbk,Padang Sidempuan
728,Sambal Sambal Bawang 167ml,Sambal Ijo,11716,390,7/15/2025,2/26/2026,4,PD Narpati Yolanda (Persero) Tbk,Prabumulih
729,Sambal Sambal Matah 218ml,Sambal Terasi,33544,40,7/15/2025,6/14/2026,2.8,Perum Pudjiastuti,Bontang
730,Sambel Sambal Cumi 194ml,Sambal Roa,42207,242,7/15/2025,12/22/2025,2.9,CV Haryanto Gunawan (Persero) Tbk,Palu
731,Sambal Sambal Terasi 309ml,Sambal Terasi,70649,138,7/15/2025,5/12/2026,3.1,PD Hardiansyah Suwarno,Banjarmasin
732,Sambal Sambal Matah 133ml,Sambal Ijo,70758,488,7/15/2025,5/25/2026,4.7,PD Hariyah,Semarang
733,Sambel Sambal Cumi 334ml,Sambal Matah,38020,207,7/15/2025,11/3/2025,4,CV Rajata Mahendra (Persero) Tbk,Denpasar
734,Sambel Sambal Cumi 301ml,Sambal Terasi,44121,55,7/15/2025,6/1/2026,3.6,PT Hutagalung Prasetyo (Persero) Tbk,Surakarta
735,Sambal Sambal Matah 365ml,Sambal Roa,74476,376,7/15/2025,11/2/2025,3.9,PT Susanti,Sabang
736,Sambal Sambal Matah 249ml,Sambal Teri,36085,452,7/15/2025,3/17/2026,4.4,PT Suryatmi (Persero) Tbk,Yogyakarta
737,Sambel Sambal Teri 185ml,Sambal Roa,29295,313,7/15/2025,11/9/2025,4.2,PD Oktaviani Hutapea,Sorong
738,Sambal Sambal Teri 430ml,Sambal Teri,15927,369,7/15/2025,6/26/2026,2.8,UD Ramadan Mardhiyah (Persero) Tbk,Pariaman
739,Sambal Sambal Roa 311ml,Sambal Cumi,39549,12,7/15/2025,1/12/2026,3.6,PD Farida Fujiati (Persero) Tbk,Malang
740,Sambal Sambal Teri 146ml,Sambal Tomat,31238,354,7/15/2025,1/4/2026,4.3,PD Hutasoit Wulandari,Batam
741,Sambal Sambal Bawang 158ml,Sambal Teri,51554,185,7/15/2025,11/25/2025,3.8,UD Maryati,Subulussalam
742,Sambel Sambal Ijo 293ml,Sambal Roa,12877,393,7/15/2025,1/8/2026,4.8,UD Dongoran Prastuti,Bau-Bau
743,Sambal Sambal Ijo 174ml,Sambal Ijo,60407,364,7/15/2025,11/8/2025,3.5,Perum Saragih Pradipta Tbk,Lhokseumawe
744,Sambel Sambal Teri 247ml,Sambal Ijo,17704,460,7/15/2025,12/19/2025,4.9,UD Setiawan Zulkarnain Tbk,Kediri
745,Sambal Sambal Tomat 106ml,Sambal Teri,42612,437,7/15/2025,6/25/2026,3.9,PD Hakim Habibi,Probolinggo
746,Sambal Sambal Teri 221ml,Sambal Matah,48591,337,7/15/2025,6/13/2026,3.6,CV Sitorus Tbk,Meulaboh
747,Sambel Sambal Bawang 407ml,Sambal Terasi,26037,451,7/15/2025,3/4/2026,4,UD Mustofa Waluyo,Padang
748,Sambal Sambal Terasi 194ml,Sambal Ijo,13608,334,7/15/2025,4/9/2026,2.6,PT Narpati,Kotamobagu
749,Sambal Sambal Tomat 269ml,Sambal Bawang,13213,55,7/15/2025,5/14/2026,5,PT Wulandari Utami,Mojokerto
750,Sambal Sambal Tomat 412ml,Sambal Ijo,73326,233,7/15/2025,4/15/2026,4.8,PT Firgantoro (Persero) Tbk,Kupang
751,Sambal Sambal Tomat 265ml,Sambal Cumi,68820,194,7/15/2025,11/16/2025,4.4,PT Suryatmi (Persero) Tbk,Purwokerto
752,Sambal Sambal Tomat 341ml,Sambal Ijo,17996,355,7/15/2025,3/2/2026,3.3,Perum Mardhiyah,Surakarta
753,Sambel Sambal Matah 456ml,Sambal Matah,50111,29,7/15/2025,12/7/2025,3.9,CV Natsir,Serang
754,Sambal Sambal Teri 470ml,Sambal Tomat,37987,311,7/15/2025,3/24/2026,3.1,PD Maheswara Susanti (Persero) Tbk,Jambi
755,Sambel Sambal Ijo 414ml,Sambal Teri,44059,373,7/15/2025,6/24/2026,3.7,PD Hutagalung Astuti (Persero) Tbk,Balikpapan
756,Sambal Sambal Matah 462ml,Sambal Tomat,74176,99,7/15/2025,10/13/2025,2.8,Perum Permadi Tbk,Kotamobagu
757,Sambel Sambal Bawang 477ml,Sambal Matah,62400,315,7/15/2025,5/13/2026,3.5,UD Mahendra Wijayanti,Balikpapan
758,Sambel Sambal Cumi 386ml,Sambal Matah,10740,327,7/15/2025,1/24/2026,4.2,UD Salahudin Permadi (Persero) Tbk,Dumai
759,Sambel Sambal Bawang 257ml,Sambal Tomat,43206,281,7/15/2025,3/27/2026,4.4,Perum Lazuardi Iswahyudi (Persero) Tbk,Padangpanjang
760,Sambal Sambal Cumi 274ml,Sambal Roa,57474,291,7/15/2025,10/27/2025,4.6,CV Pangestu (Persero) Tbk,Pekanbaru
761,Sambal Sambal Cumi 273ml,Sambal Teri,70041,242,7/15/2025,10/31/2025,4.1,PT Gunawan,Ambon
762,Sambel Sambal Ijo 421ml,Sambal Teri,68461,442,7/15/2025,7/14/2026,4.7,UD Narpati Mahendra Tbk,Padangpanjang
763,Sambel Sambal Roa 480ml,Sambal Terasi,64729,266,7/15/2025,3/15/2026,3.9,PD Zulkarnain Saptono Tbk,Pekalongan
764,Sambel Sambal Terasi 206ml,Sambal Cumi,62398,469,7/15/2025,4/12/2026,2.7,Perum Namaga,Sorong
765,Sambal Sambal Tomat 115ml,Sambal Cumi,74462,192,7/15/2025,7/13/2026,4.6,PD Siregar,Tebingtinggi
766,Sambel Sambal Ijo 404ml,Sambal Bawang,66662,400,7/15/2025,3/19/2026,4.3,PT Sitompul Wijaya Tbk,Tual
767,Sambel Sambal Terasi 239ml,Sambal Roa,15688,254,7/15/2025,2/11/2026,3.4,Perum Riyanti Tbk,Kota Administrasi Jakarta Barat
768,Sambel Sambal Matah 368ml,Sambal Tomat,21469,57,7/15/2025,4/22/2026,4.5,UD Napitupulu Laksita,Samarinda
769,Sambal Sambal Bawang 327ml,Sambal Terasi,62364,247,7/15/2025,6/26/2026,2.9,PD Mustofa Nainggolan,Bitung
770,Sambel Sambal Teri 475ml,Sambal Tomat,60825,167,7/15/2025,12/25/2025,4.4,PT Simanjuntak Hartati,Batam
771,Sambal Sambal Ijo 205ml,Sambal Terasi,40105,198,7/15/2025,7/7/2026,2.8,CV Kusumo Tbk,Sabang
772,Sambel Sambal Terasi 451ml,Sambal Bawang,31842,239,7/15/2025,11/5/2025,2.8,UD Sitorus Anggraini (Persero) Tbk,Payakumbuh
773,Sambel Sambal Terasi 395ml,Sambal Tomat,51867,456,7/15/2025,1/28/2026,3.3,CV Astuti,Bukittinggi
774,Sambal Sambal Tomat 241ml,Sambal Cumi,60645,225,7/15/2025,12/12/2025,3.2,PD Dabukke (Persero) Tbk,Prabumulih
775,Sambal Sambal Tomat 158ml,Sambal Terasi,72803,318,7/15/2025,7/3/2026,2.8,UD Laksmiwati Lestari Tbk,Palu
776,Sambel Sambal Cumi 238ml,Sambal Ijo,71818,360,7/15/2025,3/7/2026,3.9,UD Sitompul (Persero) Tbk,Meulaboh
777,Sambal Sambal Bawang 259ml,Sambal Cumi,45427,227,7/15/2025,11/7/2025,2.8,UD Yuliarti Tbk,Malang
778,Sambel Sambal Terasi 154ml,Sambal Roa,13525,44,7/15/2025,5/19/2026,3.5,PD Hardiansyah Siregar,Surakarta
779,Sambel Sambal Cumi 259ml,Sambal Cumi,63571,101,7/15/2025,7/13/2026,2.7,Perum Fujiati,Bukittinggi
780,Sambel Sambal Ijo 147ml,Sambal Teri,16374,233,7/15/2025,3/20/2026,4.2,CV Dabukke,Gorontalo
781,Sambel Sambal Teri 218ml,Sambal Matah,19418,440,7/15/2025,2/22/2026,4.8,PD Prayoga Melani (Persero) Tbk,Batam
782,Sambel Sambal Ijo 458ml,Sambal Cumi,61693,440,7/15/2025,3/28/2026,3.6,Perum Saptono,Bitung
783,Sambal Sambal Bawang 343ml,Sambal Bawang,33032,245,7/15/2025,6/6/2026,4.6,PT Winarsih Utami,Langsa
784,Sambel Sambal Cumi 409ml,Sambal Ijo,43288,52,7/15/2025,5/8/2026,4.5,PT Najmudin (Persero) Tbk,Bau-Bau
